famille,activitesprincipales,tailleentreprisesquirecrutent
Conception,"Concevoir et réaliser des architectures systèmes et logicielles complexes,Analyser les architectures logicielles existantes et formuler des recommandations stratégiques dans le cadre de leur refonte,Réaliser une veille technologique permanente,Réaliser la cartographie applicative du système ou de la solution,Conseiller les équipes de développement et leur communiquer les règles et les standards d'architecture définis","[{'name': 'sans salariés', 'value': 27}, {'name': '1-9 salariés', 'value': 338}, {'name': '10-49 salariés', 'value': 224}, {'name': '50 salariés et plus', 'value': 573}, {'name': '250 salariés et plus', 'value': 362}, {'name': 'non renseigné', 'value': 138}]"
Soutien,"Traiter et mettre en forme des documents, rapports, courriers,Rédiger en autonomie dans le respect de la charte graphique tous documents ou supports administratifs nécessaires et/ou demandés (compte rendu de réunion, mail, courrier, présentation, note de service, formulaire...),Recevoir et orienter des appels et messages téléphoniques,Accueillir les visiteurs et les prendre en charge,Prendre les RDV, tenir les agendas, réserver les salles,Organiser les déplacements professionnels des responsables,Préparer et suivre les dossiers. Les classer et les archiver.,Faciliter la diffusion de l'information au sein de l'entreprise (reproduire et diffuser des documents, réaliser des tableaux de bord pour suivre l'activité du service...) ,Gérer les fournitures du service et matériel de bureau (vérifier le stock, passer des commandes d'approvisionnement...),Prendre en charge des tâches qui relèvent de la spécificité de son service d'attachement (marketing, communication, gestion des ressources humaines...),Dépanner au premier niveau les matériels de bureau","[{'name': 'sans salariés', 'value': 20}, {'name': '1-9 salariés', 'value': 220}, {'name': '10-49 salariés', 'value': 68}, {'name': '50 salariés et plus', 'value': 47}, {'name': '250 salariés et plus', 'value': 40}, {'name': 'non renseigné', 'value': 41}]"
Gouvernance,"Concevoir et mettre en place les standards techniques en relation avec l'Urbaniste,Concevoir et valider l’architecture technique du système d’information,Définir un socle technique qui réponde aux exigences du plan d'urbanisation,Réaliser une veille technologique permanente,Analyser l’impact des nouvelles solutions/nouvelles technologies dans le système d’information,Préconiser des choix techniques en s'engageant sur un fonctionnement en service régulier,Promouvoir l'architecture technique retenue auprès des équipes qui interviennent sur le projet","[{'name': 'sans salariés', 'value': 25}, {'name': '1-9 salariés', 'value': 389}, {'name': '10-49 salariés', 'value': 216}, {'name': '50 salariés et plus', 'value': 486}, {'name': '250 salariés et plus', 'value': 515}, {'name': 'non renseigné', 'value': 144}]"
Conseil en relations publics,"Apporter un soutien aux équipes sur les projets de communication : réalisation des communiqués de presse, organisation d'événements, relance des organisations de presse…,Assurer la diffusion d'informations auprès des contacts pertinents (presse, clients, investisseurs, médias...),Piloter et coordonner les prestataires (traducteurs de contenus, photographes, logisticiens...),Réaliser et mettre à jour les indicateurs de reporting (tableaux de bords, mesure de la performance...)","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 19}, {'name': '10-49 salariés', 'value': 3}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 3}, {'name': 'non renseigné', 'value': 16}]"
Conseil en relations publics,"Apporter un soutien aux équipes sur les projets de communication : réalisation des communiqués de presse, organisation d'événements, relance des organisations de presse…,Assurer la diffusion d'informations auprès des contacts pertinents (presse, clients, investisseurs, médias...),Piloter et coordonner les prestataires (traducteurs de contenus, photographes, logisticiens...),Réaliser et mettre à jour les indicateurs de reporting (tableaux de bords, mesure de la performance...)","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 19}, {'name': '10-49 salariés', 'value': 3}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 3}, {'name': 'non renseigné', 'value': 16}]"
Gouvernance,"Concevoir et mettre en place les standards techniques en relation avec l'Urbaniste,Concevoir et valider l’architecture technique du système d’information,Définir un socle technique qui réponde aux exigences du plan d'urbanisation,Réaliser une veille technologique permanente,Analyser l’impact des nouvelles solutions/nouvelles technologies dans le système d’information,Préconiser des choix techniques en s'engageant sur un fonctionnement en service régulier,Promouvoir l'architecture technique retenue auprès des équipes qui interviennent sur le projet","[{'name': 'sans salariés', 'value': 25}, {'name': '1-9 salariés', 'value': 389}, {'name': '10-49 salariés', 'value': 216}, {'name': '50 salariés et plus', 'value': 486}, {'name': '250 salariés et plus', 'value': 515}, {'name': 'non renseigné', 'value': 144}]"
Soutien,"Traiter et mettre en forme des documents, rapports, courriers,Rédiger en autonomie dans le respect de la charte graphique tous documents ou supports administratifs nécessaires et/ou demandés (compte rendu de réunion, mail, courrier, présentation, note de service, formulaire...),Recevoir et orienter des appels et messages téléphoniques,Accueillir les visiteurs et les prendre en charge,Prendre les RDV, tenir les agendas, réserver les salles,Organiser les déplacements professionnels des responsables,Préparer et suivre les dossiers. Les classer et les archiver.,Faciliter la diffusion de l'information au sein de l'entreprise (reproduire et diffuser des documents, réaliser des tableaux de bord pour suivre l'activité du service...) ,Gérer les fournitures du service et matériel de bureau (vérifier le stock, passer des commandes d'approvisionnement...),Prendre en charge des tâches qui relèvent de la spécificité de son service d'attachement (marketing, communication, gestion des ressources humaines...),Dépanner au premier niveau les matériels de bureau","[{'name': 'sans salariés', 'value': 20}, {'name': '1-9 salariés', 'value': 220}, {'name': '10-49 salariés', 'value': 68}, {'name': '50 salariés et plus', 'value': 47}, {'name': '250 salariés et plus', 'value': 40}, {'name': 'non renseigné', 'value': 41}]"
Développement commercial,"Gérer un portefeuille de clients et prospects,Analyser et comprendre les besoins des clients,Vendre des solutions adaptées à ses clients,Promouvoir l’offre de services ou de produits de l'entreprise,Développer l’activité auprès de prospects,Rendre compte de son activité commerciale","[{'name': '1-9 salariés', 'value': 4}, {'name': '10-49 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 13}, {'name': 'non renseigné', 'value': 7}]"
Développement commercial,"Gérer un portefeuille de clients et prospects,Analyser et comprendre les besoins des clients,Vendre des solutions adaptées à ses clients,Promouvoir l’offre de services ou de produits de l'entreprise,Développer l’activité auprès de prospects,Rendre compte de son activité commerciale","[{'name': '1-9 salariés', 'value': 4}, {'name': '10-49 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 13}, {'name': 'non renseigné', 'value': 7}]"
Essais / Contrôle,"Analyser la demande d'audit et de certification du client,Organiser la mission d'audit ou d'inspection et déterminer les ressources nécessaires,Préparer et animer les réunions d'ouverture et de clôture,Conduire les entretiens dans le respect des principes d'éthique et de l'intégrité nécessaire pour assurer l'indépendance de la mission d'audit,Analyser les informations collectées par entretiens, consultation de documents ou observation, pour détecter la non-conformité éventuelle,Rédiger les rapports d'audit ou d'inspection et les plans d'actions associés (suites administratives, pénales ou ordinales en cas d'inspection) ,Vérifier la mise en oeuvre et évaluer l'efficacité des actions correctives","[{'name': '1-9 salariés', 'value': 1}, {'name': '10-49 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 3}, {'name': '250 salariés et plus', 'value': 1}]"
Essais / Contrôle,"Analyser la demande d'audit et de certification du client,Organiser la mission d'audit ou d'inspection et déterminer les ressources nécessaires,Préparer et animer les réunions d'ouverture et de clôture,Conduire les entretiens dans le respect des principes d'éthique et de l'intégrité nécessaire pour assurer l'indépendance de la mission d'audit,Analyser les informations collectées par entretiens, consultation de documents ou observation, pour détecter la non-conformité éventuelle,Rédiger les rapports d'audit ou d'inspection et les plans d'actions associés (suites administratives, pénales ou ordinales en cas d'inspection) ,Vérifier la mise en oeuvre et évaluer l'efficacité des actions correctives","[{'name': '1-9 salariés', 'value': 1}, {'name': '10-49 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 3}, {'name': '250 salariés et plus', 'value': 1}]"
Administration et Finances,"Définir et maintenir le référentiel d'audit de l'entreprise,Evaluer l'efficacité du contrôle interne nécessaire à l'établissement des comptes de l'entreprise,Planifier et réaliser des audits,Identifier et préconiser des points d'amélioration afin d'optimiser l'application du système de management de l'entreprise,Elaborer les rapports et comptes rendus des audits","[{'name': 'sans salariés', 'value': 10}, {'name': '1-9 salariés', 'value': 127}, {'name': '10-49 salariés', 'value': 57}, {'name': '50 salariés et plus', 'value': 53}, {'name': '250 salariés et plus', 'value': 87}, {'name': 'non renseigné', 'value': 78}]"
